id,descripcion,publicaDesde,fechaUltimaModificacion
422.0,"SUBASTA - PRODUCTORES EN GENERAL Y COMERCIALIZADORAS
PERIODO DE ABASTECIMIENTO: 01/10/2026 al 11/10/2026
Fecha de Negociación: 17/09 de 10:00 a 10:30",2026-09-10T00:00:00,2026-09-10T17:44:54
