currency,currencyName,currentPrice,currentPeriod,previousPrice,previousPeriod,nominalDifference,percentageDifference,lastUpdated,marketType,displayName
USD,Dolar U.S.A,1540.0,2026-09-25T09:55:00,1540.0,2026-09-24T17:02:00,0.0,0.0,2026-09-25T10:00:01.7328321,Dollar,DOLAR
