currency,currencyName,currentPrice,currentPeriod,previousPrice,previousPeriod,nominalDifference,percentageDifference,lastUpdated,marketType,displayName
USD,Dolar U.S.A,1540.0,2026-09-24T15:02:00,1540.0,2026-09-24T12:22:00,0.0,0.0,2026-09-24T15:30:10.3702021,Dollar,DOLAR
